职业	等级	力量	智慧	根骨	体魄	敏捷	身法	生命值	物理攻击	法术攻击	物理防御	法术防御	真气	护体	护体恢复	灵力	生命恢复	移动速度
3	100	109	109	109	343	109	343	2452	0	50	0	0	10	100		300		5
3	101	110	110	110	349	110	349	2495	0	50	0	0	10	100		300		5
3	102	111	111	111	355	111	355	2538	0	50	0	0	10	100		300		5
3	103	112	112	112	361	112	361	2581	0	50	0	0	10	100		300		5
3	104	113	113	113	367	113	367	2624	0	50	0	0	10	100		300		5
3	105	114	114	114	373	114	373	2668	0	50	0	0	10	100		300		5
3	106	115	115	115	379	115	379	2711	0	50	0	0	10	100		300		5
3	107	116	116	116	385	116	385	2754	0	50	0	0	10	100		300		5
3	108	117	117	117	391	117	391	2797	0	50	0	0	10	100		300		5
3	109	118	118	118	397	118	397	2840	0	50	0	0	10	100		300		5
3	110	119	119	119	403	119	403	2884	0	50	0	0	10	100		300		5
3	111	120	120	120	409	120	409	2927	0	50	0	0	10	100		300		5
3	112	121	121	121	415	121	415	2970	0	50	0	0	10	100		300		5
3	113	122	122	122	421	122	421	3013	0	50	0	0	10	100		300		5
3	114	123	123	123	427	123	427	3056	0	50	0	0	10	100		300		5
3	115	124	124	124	433	124	433	3100	0	50	0	0	10	100		300		5
3	116	125	125	125	439	125	439	3143	0	50	0	0	10	100		300		5
3	117	126	126	126	445	126	445	3186	0	50	0	0	10	100		300		5
3	118	127	127	127	451	127	451	3229	0	50	0	0	10	100		300		5
3	119	128	128	128	457	128	457	3272	0	50	0	0	10	100		300		5
3	120	129	129	129	463	129	463	3316	0	50	0	0	10	100		300		5
3	121	130	130	130	469	130	469	3359	0	50	0	0	10	100		300		5
3	122	131	131	131	475	131	475	3402	0	50	0	0	10	100		300		5
3	123	132	132	132	481	132	481	3445	0	50	0	0	10	100		300		5
3	124	133	133	133	487	133	487	3488	0	50	0	0	10	100		300		5
3	125	134	134	134	493	134	493	3532	0	50	0	0	10	100		300		5
3	126	135	135	135	499	135	499	3575	0	50	0	0	10	100		300		5
3	127	136	136	136	505	136	505	3618	0	50	0	0	10	100		300		5
3	128	137	137	137	511	137	511	3661	0	50	0	0	10	100		300		5
3	129	138	138	138	517	138	517	3704	0	50	0	0	10	100		300		5
3	130	139	139	139	523	139	523	3748	0	50	0	0	10	100		300		5
3	131	140	140	140	529	140	529	3791	0	50	0	0	10	100		300		5
3	132	141	141	141	535	141	535	3834	0	50	0	0	10	100		300		5
3	133	142	142	142	541	142	541	3877	0	50	0	0	10	100		300		5
3	134	143	143	143	547	143	547	3920	0	50	0	0	10	100		300		5
3	135	144	144	144	553	144	553	3964	0	50	0	0	10	100		300		5
3	136	145	145	145	559	145	559	4007	0	50	0	0	10	100		300		5
3	137	146	146	146	565	146	565	4050	0	50	0	0	10	100		300		5
3	138	147	147	147	571	147	571	4093	0	50	0	0	10	100		300		5
3	139	148	148	148	577	148	577	4136	0	50	0	0	10	100		300		5
3	140	149	149	149	583	149	583	4180	0	50	0	0	10	100		300		5
3	141	150	150	150	590	150	590	4234	0	50	0	0	10	100		300		5
3	142	151	151	151	598	151	598	4288	0	50	0	0	10	100		300		5
3	143	152	152	152	605	152	605	4342	0	50	0	0	10	100		300		5
3	144	153	153	153	613	153	613	4396	0	50	0	0	10	100		300		5
3	145	154	154	154	620	154	620	4450	0	50	0	0	10	100		300		5
3	146	155	155	155	628	155	628	4504	0	50	0	0	10	100		300		5
3	147	156	156	156	635	156	635	4558	0	50	0	0	10	100		300		5
3	148	157	157	157	643	157	643	4612	0	50	0	0	10	100		300		5
3	149	158	158	158	650	158	650	4666	0	50	0	0	10	100		300		5
3	150	159	159	159	658	159	658	4720	0	50	0	0	10	100		300		5
4	1	10	16	10	10	12	10	67	0	65	0	0	10	100		300		5
4	2	11	18	11	11	13	11	76	0	65	0	0	10	100		300		5
4	3	12	20	12	12	14	12	84	0	65	0	0	10	100		300		5
4	4	13	22	13	13	15	13	92	0	65	0	0	10	100		300		5
4	5	14	24	14	14	16	14	101	0	65	0	0	10	100		300		5
4	6	15	26	15	15	17	15	109	0	65	0	0	10	100		300		5
4	7	16	28	16	16	18	16	118	0	65	0	0	10	100		300		5
4	8	17	30	17	17	19	17	126	0	65	0	0	10	100		300		5
4	9	18	32	18	18	20	18	134	0	65	0	0	10	100		300		5
4	10	19	35	19	19	21	19	143	0	65	0	0	10	100		300		5
4	11	20	37	20	20	21	20	151	0	65	0	0	10	100		300		5
4	12	21	39	21	21	22	21	160	0	65	0	0	10	100		300		5
4	13	22	41	22	22	23	22	168	0	65	0	0	10	100		300		5
4	14	23	43	23	23	24	23	176	0	65	0	0	10	100		300		5
4	15	24	45	24	24	25	24	185	0	65	0	0	10	100		300		5
4	16	25	47	25	25	26	25	193	0	65	0	0	10	100		300		5
4	17	26	49	26	26	27	26	202	0	65	0	0	10	100		300		5
4	18	27	51	27	27	28	27	210	0	65	0	0	10	100		300		5
4	19	28	53	28	28	29	28	218	0	65	0	0	10	100		300		5
4	20	29	56	29	29	30	29	227	0	65	0	0	10	100		300		5
4	21	30	60	30	30	31	30	244	0	65	0	0	10	100		300		5
4	22	31	64	31	31	33	31	260	0	65	0	0	10	100		300		5
4	23	32	68	32	32	35	32	277	0	65	0	0	10	100		300		5
4	24	33	72	33	33	37	33	294	0	65	0	0	10	100		300		5
4	25	34	77	34	34	39	34	311	0	65	0	0	10	100		300		5
4	26	35	81	35	35	40	35	328	0	65	0	0	10	100		300		5
4	27	36	85	36	36	42	36	344	0	65	0	0	10	100		300		5
4	28	37	89	37	37	44	37	361	0	65	0	0	10	100		300		5
4	29	38	93	38	38	46	38	378	0	65	0	0	10	100		300		5
4	30	39	98	39	39	48	39	395	0	65	0	0	10	100		300		5
4	31	40	102	40	40	49	40	412	0	65	0	0	10	100		300		5
4	32	41	106	41	41	51	41	428	0	65	0	0	10	100		300		5
4	33	42	110	42	42	53	42	445	0	65	0	0	10	100		300		5
4	34	43	114	43	43	55	43	462	0	65	0	0	10	100		300		5
4	35	44	119	44	44	57	44	479	0	65	0	0	10	100		300		5
4	36	45	123	45	45	58	45	496	0	65	0	0	10	100		300		5
4	37	46	127	46	46	60	46	512	0	65	0	0	10	100		300		5
4	38	47	131	47	47	62	47	529	0	65	0	0	10	100		300		5
4	39	48	135	48	48	64	48	546	0	65	0	0	10	100		300		5
4	40	49	140	49	49	66	49	563	0	65	0	0	10	100		300		5
4	41	50	144	50	50	67	50	580	0	65	0	0	10	100		300		5
4	42	51	148	51	51	69	51	596	0	65	0	0	10	100		300		5
4	43	52	152	52	52	71	52	613	0	65	0	0	10	100		300		5
4	44	53	156	53	53	73	53	630	0	65	0	0	10	100		300		5
4	45	54	161	54	54	75	54	647	0	65	0	0	10	100		300		5
4	46	55	165	55	55	76	55	664	0	65	0	0	10	100		300		5
4	47	56	169	56	56	78	56	680	0	65	0	0	10	100		300		5
4	48	57	173	57	57	80	57	697	0	65	0	0	10	100		300		5
4	49	58	177	58	58	82	58	714	0	65	0	0	10	100		300		5
4	50	59	182	59	59	84	59	731	0	65	0	0	10	100		300		5
4	51	60	186	60	60	85	60	748	0	65	0	0	10	100		300		5
4	52	61	190	61	61	87	61	764	0	65	0	0	10	100		300		5
4	53	62	194	62	62	89	62	781	0	65	0	0	10	100		300		5
4	54	63	198	63	63	91	63	798	0	65	0	0	10	100		300		5
4	55	64	203	64	64	93	64	815	0	65	0	0	10	100		300		5
4	56	65	207	65	65	94	65	832	0	65	0	0	10	100		300		5
4	57	66	211	66	66	96	66	848	0	65	0	0	10	100		300		5
4	58	67	215	67	67	98	67	865	0	65	0	0	10	100		300		5
4	59	68	219	68	68	100	68	882	0	65	0	0	10	100		300		5
4	60	69	224	69	69	102	69	899	0	65	0	0	10	100		300		5
4	61	70	230	70	70	104	70	924	0	65	0	0	10	100		300		5
4	62	71	236	71	71	107	71	949	0	65	0	0	10	100		300		5
4	63	72	242	72	72	110	72	974	0	65	0	0	10	100		300		5
4	64	73	249	73	73	112	73	1000	0	65	0	0	10	100		300		5
4	65	74	255	74	74	115	74	1025	0	65	0	0	10	100		300		5
4	66	75	261	75	75	118	75	1050	0	65	0	0	10	100		300		5
4	67	76	268	76	76	120	76	1075	0	65	0	0	10	100		300		5
4	68	77	274	77	77	123	77	1100	0	65	0	0	10	100		300		5
4	69	78	280	78	78	126	78	1126	0	65	0	0	10	100		300		5
4	70	79	287	79	79	129	79	1151	0	65	0	0	10	100		300		5
4	71	80	293	80	80	131	80	1176	0	65	0	0	10	100		300		5
4	72	81	299	81	81	134	81	1201	0	65	0	0	10	100		300		5
4	73	82	305	82	82	137	82	1226	0	65	0	0	10	100		300		5
4	74	83	312	83	83	139	83	1252	0	65	0	0	10	100		300		5
4	75	84	318	84	84	142	84	1277	0	65	0	0	10	100		300		5
4	76	85	324	85	85	145	85	1302	0	65	0	0	10	100		300		5
4	77	86	331	86	86	147	86	1327	0	65	0	0	10	100		300		5
4	78	87	337	87	87	150	87	1352	0	65	0	0	10	100		300		5
4	79	88	343	88	88	153	88	1378	0	65	0	0	10	100		300		5
4	80	89	350	89	89	156	89	1403	0	65	0	0	10	100		300		5
4	81	90	356	90	90	158	90	1428	0	65	0	0	10	100		300		5
4	82	91	362	91	91	161	91	1453	0	65	0	0	10	100		300		5
4	83	92	368	92	92	164	92	1478	0	65	0	0	10	100		300		5
4	84	93	375	93	93	166	93	1504	0	65	0	0	10	100		300		5
4	85	94	381	94	94	169	94	1529	0	65	0	0	10	100		300		5
4	86	95	387	95	95	172	95	1554	0	65	0	0	10	100		300		5
4	87	96	394	96	96	174	96	1579	0	65	0	0	10	100		300		5
4	88	97	400	97	97	177	97	1604	0	65	0	0	10	100		300		5
4	89	98	406	98	98	180	98	1630	0	65	0	0	10	100		300		5
4	90	99	413	99	99	183	99	1655	0	65	0	0	10	100		300		5
4	91	100	419	100	100	185	100	1680	0	65	0	0	10	100		300		5
4	92	101	425	101	101	188	101	1705	0	65	0	0	10	100		300		5
4	93	102	431	102	102	191	102	1730	0	65	0	0	10	100		300		5
4	94	103	438	103	103	193	103	1756	0	65	0	0	10	100		300		5
4	95	104	444	104	104	196	104	1781	0	65	0	0	10	100		300		5
4	96	105	450	105	105	199	105	1806	0	65	0	0	10	100		300		5
4	97	106	457	106	106	201	106	1831	0	65	0	0	10	100		300		5
4	98	107	463	107	107	204	107	1856	0	65	0	0	10	100		300		5
4	99	108	469	108	108	207	108	1882	0	65	0	0	10	100		300		5
4	100	109	476	109	109	210	109	1907	0	65	0	0	10	100		300		5
4	101	110	484	110	110	213	110	1940	0	65	0	0	10	100		300		5
4	102	111	492	111	111	217	111	1974	0	65	0	0	10	100		300		5
4	103	112	501	112	112	220	112	2008	0	65	0	0	10	100		300		5
4	104	113	509	113	113	224	113	2041	0	65	0	0	10	100		300		5
4	105	114	518	114	114	228	114	2075	0	65	0	0	10	100		300		5
4	106	115	526	115	115	231	115	2108	0	65	0	0	10	100		300		5
4	107	116	534	116	116	235	116	2142	0	65	0	0	10	100		300		5
4	108	117	543	117	117	238	117	2176	0	65	0	0	10	100		300		5
4	109	118	551	118	118	242	118	2209	0	65	0	0	10	100		300		5
4	110	119	560	119	119	246	119	2243	0	65	0	0	10	100		300		5
4	111	120	568	120	120	249	120	2276	0	65	0	0	10	100		300		5
4	112	121	576	121	121	253	121	2310	0	65	0	0	10	100		300		5
4	113	122	585	122	122	256	122	2344	0	65	0	0	10	100		300		5
4	114	123	593	123	123	260	123	2377	0	65	0	0	10	100		300		5
4	115	124	602	124	124	264	124	2411	0	65	0	0	10	100		300		5
4	116	125	610	125	125	267	125	2444	0	65	0	0	10	100		300		5
4	117	126	618	126	126	271	126	2478	0	65	0	0	10	100		300		5
4	118	127	627	127	127	274	127	2512	0	65	0	0	10	100		300		5
4	119	128	635	128	128	278	128	2545	0	65	0	0	10	100		300		5
4	120	129	644	129	129	282	129	2579	0	65	0	0	10	100		300		5
4	121	130	652	130	130	285	130	2612	0	65	0	0	10	100		300		5
4	122	131	660	131	131	289	131	2646	0	65	0	0	10	100		300		5
4	123	132	669	132	132	292	132	2680	0	65	0	0	10	100		300		5
4	124	133	677	133	133	296	133	2713	0	65	0	0	10	100		300		5
4	125	134	686	134	134	300	134	2747	0	65	0	0	10	100		300		5
4	126	135	694	135	135	303	135	2780	0	65	0	0	10	100		300		5
4	127	136	702	136	136	307	136	2814	0	65	0	0	10	100		300		5
4	128	137	711	137	137	310	137	2848	0	65	0	0	10	100		300		5
4	129	138	719	138	138	314	138	2881	0	65	0	0	10	100		300		5
4	130	139	728	139	139	318	139	2915	0	65	0	0	10	100		300		5
4	131	140	736	140	140	321	140	2948	0	65	0	0	10	100		300		5
4	132	141	744	141	141	325	141	2982	0	65	0	0	10	100		300		5
4	133	142	753	142	142	328	142	3016	0	65	0	0	10	100		300		5
4	134	143	761	143	143	332	143	3049	0	65	0	0	10	100		300		5
4	135	144	770	144	144	336	144	3083	0	65	0	0	10	100		300		5
4	136	145	778	145	145	339	145	3116	0	65	0	0	10	100		300		5
4	137	146	786	146	146	343	146	3150	0	65	0	0	10	100		300		5
4	138	147	795	147	147	346	147	3184	0	65	0	0	10	100		300		5
4	139	148	803	148	148	350	148	3217	0	65	0	0	10	100		300		5
4	140	149	812	149	149	354	149	3251	0	65	0	0	10	100		300		5
4	141	150	822	150	150	358	150	3293	0	65	0	0	10	100		300		5
4	142	151	833	151	151	363	151	3335	0	65	0	0	10	100		300		5
4	143	152	843	152	152	367	152	3377	0	65	0	0	10	100		300		5
4	144	153	854	153	153	372	153	3419	0	65	0	0	10	100		300		5
4	145	154	864	154	154	376	154	3461	0	65	0	0	10	100		300		5
4	146	155	875	155	155	381	155	3503	0	65	0	0	10	100		300		5
4	147	156	885	156	156	385	156	3545	0	65	0	0	10	100		300		5
4	148	157	896	157	157	390	157	3587	0	65	0	0	10	100		300		5
4	149	158	906	158	158	394	158	3629	0	65	0	0	10	100		300		5
4	150	159	917	159	159	399	159	3671	0	65	0	0	10	100		300		5
5	1	16	10	10	10	12	10	72	63	0	0	0	10	100		300		5
5	2	18	11	11	11	13	11	81	63	0	0	0	10	100		300		5
5	3	20	12	12	12	14	12	90	63	0	0	0	10	100		300		5
5	4	22	13	13	13	15	13	99	63	0	0	0	10	100		300		5
5	5	24	14	14	14	16	14	108	63	0	0	0	10	100		300		5
5	6	26	15	15	15	17	15	117	63	0	0	0	10	100		300		5
5	7	28	16	16	16	18	16	126	63	0	0	0	10	100		300		5
5	8	30	17	17	17	19	17	135	63	0	0	0	10	100		300		5
5	9	32	18	18	18	20	18	144	63	0	0	0	10	100		300		5
5	10	35	19	19	19	21	19	153	63	0	0	0	10	100		300		5
5	11	37	20	20	20	21	20	162	63	0	0	0	10	100		300		5
5	12	39	21	21	21	22	21	171	63	0	0	0	10	100		300		5
5	13	41	22	22	22	23	22	180	63	0	0	0	10	100		300		5
5	14	43	23	23	23	24	23	189	63	0	0	0	10	100		300		5
5	15	45	24	24	24	25	24	198	63	0	0	0	10	100		300		5
5	16	47	25	25	25	26	25	207	63	0	0	0	10	100		300		5
5	17	49	26	26	26	27	26	216	63	0	0	0	10	100		300		5
5	18	51	27	27	27	28	27	225	63	0	0	0	10	100		300		5
5	19	53	28	28	28	29	28	234	63	0	0	0	10	100		300		5
5	20	56	29	29	29	30	29	243	63	0	0	0	10	100		300		5
5	21	60	30	30	30	31	30	261	63	0	0	0	10	100		300		5
5	22	64	31	31	31	33	31	279	63	0	0	0	10	100		300		5
5	23	68	32	32	32	35	32	297	63	0	0	0	10	100		300		5
5	24	72	33	33	33	37	33	315	63	0	0	0	10	100		300		5
5	25	77	34	34	34	39	34	333	63	0	0	0	10	100		300		5
5	26	81	35	35	35	40	35	351	63	0	0	0	10	100		300		5
5	27	85	36	36	36	42	36	369	63	0	0	0	10	100		300		5
5	28	89	37	37	37	44	37	387	63	0	0	0	10	100		300		5
5	29	93	38	38	38	46	38	405	63	0	0	0	10	100		300		5
5	30	98	39	39	39	48	39	423	63	0	0	0	10	100		300		5
5	31	102	40	40	40	49	40	441	63	0	0	0	10	100		300		5
5	32	106	41	41	41	51	41	459	63	0	0	0	10	100		300		5
5	33	110	42	42	42	53	42	477	63	0	0	0	10	100		300		5
5	34	114	43	43	43	55	43	495	63	0	0	0	10	100		300		5
5	35	119	44	44	44	57	44	513	63	0	0	0	10	100		300		5
5	36	123	45	45	45	58	45	531	63	0	0	0	10	100		300		5
5	37	127	46	46	46	60	46	549	63	0	0	0	10	100		300		5
5	38	131	47	47	47	62	47	567	63	0	0	0	10	100		300		5
5	39	135	48	48	48	64	48	585	63	0	0	0	10	100		300		5
5	40	140	49	49	49	66	49	603	63	0	0	0	10	100		300		5
5	41	144	50	50	50	67	50	621	63	0	0	0	10	100		300		5
5	42	148	51	51	51	69	51	639	63	0	0	0	10	100		300		5
5	43	152	52	52	52	71	52	657	63	0	0	0	10	100		300		5
5	44	156	53	53	53	73	53	675	63	0	0	0	10	100		300		5
5	45	161	54	54	54	75	54	693	63	0	0	0	10	100		300		5
5	46	165	55	55	55	76	55	711	63	0	0	0	10	100		300		5
5	47	169	56	56	56	78	56	729	63	0	0	0	10	100		300		5
5	48	173	57	57	57	80	57	747	63	0	0	0	10	100		300		5
5	49	177	58	58	58	82	58	765	63	0	0	0	10	100		300		5
5	50	182	59	59	59	84	59	783	63	0	0	0	10	100		300		5
5	51	186	60	60	60	85	60	801	63	0	0	0	10	100		300		5
5	52	190	61	61	61	87	61	819	63	0	0	0	10	100		300		5
5	53	194	62	62	62	89	62	837	63	0	0	0	10	100		300		5
5	54	198	63	63	63	91	63	855	63	0	0	0	10	100		300		5
5	55	203	64	64	64	93	64	873	63	0	0	0	10	100		300		5
5	56	207	65	65	65	94	65	891	63	0	0	0	10	100		300		5
5	57	211	66	66	66	96	66	909	63	0	0	0	10	100		300		5
5	58	215	67	67	67	98	67	927	63	0	0	0	10	100		300		5
5	59	219	68	68	68	100	68	945	63	0	0	0	10	100		300		5
5	60	224	69	69	69	102	69	963	63	0	0	0	10	100		300		5
5	61	230	70	70	70	104	70	990	63	0	0	0	10	100		300		5
5	62	236	71	71	71	107	71	1017	63	0	0	0	10	100		300		5
5	63	242	72	72	72	110	72	1044	63	0	0	0	10	100		300		5
5	64	249	73	73	73	112	73	1071	63	0	0	0	10	100		300		5
5	65	255	74	74	74	115	74	1098	63	0	0	0	10	100		300		5
5	66	261	75	75	75	118	75	1125	63	0	0	0	10	100		300		5
5	67	268	76	76	76	120	76	1152	63	0	0	0	10	100		300		5
5	68	274	77	77	77	123	77	1179	63	0	0	0	10	100		300		5
5	69	280	78	78	78	126	78	1206	63	0	0	0	10	100		300		5
5	70	287	79	79	79	129	79	1233	63	0	0	0	10	100		300		5
5	71	293	80	80	80	131	80	1260	63	0	0	0	10	100		300		5
5	72	299	81	81	81	134	81	1287	63	0	0	0	10	100		300		5
5	73	305	82	82	82	137	82	1314	63	0	0	0	10	100		300		5
5	74	312	83	83	83	139	83	1341	63	0	0	0	10	100		300		5
5	75	318	84	84	84	142	84	1368	63	0	0	0	10	100		300		5
5	76	324	85	85	85	145	85	1395	63	0	0	0	10	100		300		5
5	77	331	86	86	86	147	86	1422	63	0	0	0	10	100		300		5
5	78	337	87	87	87	150	87	1449	63	0	0	0	10	100		300		5
5	79	343	88	88	88	153	88	1476	63	0	0	0	10	100		300		5
5	80	350	89	89	89	156	89	1503	63	0	0	0	10	100		300		5
5	81	356	90	90	90	158	90	1530	63	0	0	0	10	100		300		5
5	82	362	91	91	91	161	91	1557	63	0	0	0	10	100		300		5
5	83	368	92	92	92	164	92	1584	63	0	0	0	10	100		300		5
5	84	375	93	93	93	166	93	1611	63	0	0	0	10	100		300		5
5	85	381	94	94	94	169	94	1638	63	0	0	0	10	100		300		5
5	86	387	95	95	95	172	95	1665	63	0	0	0	10	100		300		5
5	87	394	96	96	96	174	96	1692	63	0	0	0	10	100		300		5
5	88	400	97	97	97	177	97	1719	63	0	0	0	10	100		300		5
5	89	406	98	98	98	180	98	1746	63	0	0	0	10	100		300		5
5	90	413	99	99	99	183	99	1773	63	0	0	0	10	100		300		5
5	91	419	100	100	100	185	100	1800	63	0	0	0	10	100		300		5
5	92	425	101	101	101	188	101	1827	63	0	0	0	10	100		300		5
5	93	431	102	102	102	191	102	1854	63	0	0	0	10	100		300		5
5	94	438	103	103	103	193	103	1881	63	0	0	0	10	100		300		5
5	95	444	104	104	104	196	104	1908	63	0	0	0	10	100		300		5
5	96	450	105	105	105	199	105	1935	63	0	0	0	10	100		300		5
5	97	457	106	106	106	201	106	1962	63	0	0	0	10	100		300		5
5	98	463	107	107	107	204	107	1989	63	0	0	0	10	100		300		5
5	99	469	108	108	108	207	108	2016	63	0	0	0	10	100		300		5
5	100	476	109	109	109	210	109	2043	63	0	0	0	10	100		300		5
5	101	484	110	110	110	213	110	2079	63	0	0	0	10	100		300		5
5	102	492	111	111	111	217	111	2115	63	0	0	0	10	100		300		5
5	103	501	112	112	112	220	112	2151	63	0	0	0	10	100		300		5
5	104	509	113	113	113	224	113	2187	63	0	0	0	10	100		300		5
5	105	518	114	114	114	228	114	2223	63	0	0	0	10	100		300		5
5	106	526	115	115	115	231	115	2259	63	0	0	0	10	100		300		5
5	107	534	116	116	116	235	116	2295	63	0	0	0	10	100		300		5
5	108	543	117	117	117	238	117	2331	63	0	0	0	10	100		300		5
5	109	551	118	118	118	242	118	2367	63	0	0	0	10	100		300		5
5	110	560	119	119	119	246	119	2403	63	0	0	0	10	100		300		5
5	111	568	120	120	120	249	120	2439	63	0	0	0	10	100		300		5
5	112	576	121	121	121	253	121	2475	63	0	0	0	10	100		300		5
5	113	585	122	122	122	256	122	2511	63	0	0	0	10	100		300		5
5	114	593	123	123	123	260	123	2547	63	0	0	0	10	100		300		5
5	115	602	124	124	124	264	124	2583	63	0	0	0	10	100		300		5
5	116	610	125	125	125	267	125	2619	63	0	0	0	10	100		300		5
5	117	618	126	126	126	271	126	2655	63	0	0	0	10	100		300		5
5	118	627	127	127	127	274	127	2691	63	0	0	0	10	100		300		5
5	119	635	128	128	128	278	128	2727	63	0	0	0	10	100		300		5
5	120	644	129	129	129	282	129	2763	63	0	0	0	10	100		300		5
5	121	652	130	130	130	285	130	2799	63	0	0	0	10	100		300		5
5	122	660	131	131	131	289	131	2835	63	0	0	0	10	100		300		5
5	123	669	132	132	132	292	132	2871	63	0	0	0	10	100		300		5
5	124	677	133	133	133	296	133	2907	63	0	0	0	10	100		300		5
5	125	686	134	134	134	300	134	2943	63	0	0	0	10	100		300		5
5	126	694	135	135	135	303	135	2979	63	0	0	0	10	100		300		5
5	127	702	136	136	136	307	136	3015	63	0	0	0	10	100		300		5
5	128	711	137	137	137	310	137	3051	63	0	0	0	10	100		300		5
5	129	719	138	138	138	314	138	3087	63	0	0	0	10	100		300		5
5	130	728	139	139	139	318	139	3123	63	0	0	0	10	100		300		5
5	131	736	140	140	140	321	140	3159	63	0	0	0	10	100		300		5
5	132	744	141	141	141	325	141	3195	63	0	0	0	10	100		300		5
5	133	753	142	142	142	328	142	3231	63	0	0	0	10	100		300		5
5	134	761	143	143	143	332	143	3267	63	0	0	0	10	100		300		5
5	135	770	144	144	144	336	144	3303	63	0	0	0	10	100		300		5
5	136	778	145	145	145	339	145	3339	63	0	0	0	10	100		300		5
5	137	786	146	146	146	343	146	3375	63	0	0	0	10	100		300		5
5	138	795	147	147	147	346	147	3411	63	0	0	0	10	100		300		5
5	139	803	148	148	148	350	148	3447	63	0	0	0	10	100		300		5
5	140	812	149	149	149	354	149	3483	63	0	0	0	10	100		300		5
5	141	822	150	150	150	358	150	3528	63	0	0	0	10	100		300		5
5	142	833	151	151	151	363	151	3573	63	0	0	0	10	100		300		5
5	143	843	152	152	152	367	152	3618	63	0	0	0	10	100		300		5
5	144	854	153	153	153	372	153	3663	63	0	0	0	10	100		300		5
5	145	864	154	154	154	376	154	3708	63	0	0	0	10	100		300		5
5	146	875	155	155	155	381	155	3753	63	0	0	0	10	100		300		5
5	147	885	156	156	156	385	156	3798	63	0	0	0	10	100		300		5
5	148	896	157	157	157	390	157	3843	63	0	0	0	10	100		300		5
5	149	906	158	158	158	394	158	3888	63	0	0	0	10	100		300		5
5	150	917	159	159	159	399	159	3933	63	0	0	0	10	100		300		5
6	1	13	10	15	10	10	10	115	50	0	0	0	10	100		300		5
6	2	14	11	17	11	11	11	130	50	0	0	0	10	100		300		5
6	3	16	12	18	12	12	12	144	50	0	0	0	10	100		300		5
6	4	17	13	20	13	13	13	158	50	0	0	0	10	100		300		5
6	5	18	14	22	14	14	14	173	50	0	0	0	10	100		300		5
6	6	19	15	24	15	15	15	187	50	0	0	0	10	100		300		5
6	7	20	16	26	16	16	16	202	50	0	0	0	10	100		300		5
6	8	22	17	27	17	17	17	216	50	0	0	0	10	100		300		5
6	9	23	18	29	18	18	18	230	50	0	0	0	10	100		300		5
6	10	24	19	31	19	19	19	245	50	0	0	0	10	100		300		5
6	11	25	20	33	20	20	20	259	50	0	0	0	10	100		300		5
6	12	26	21	35	21	21	21	274	50	0	0	0	10	100		300		5
6	13	28	22	36	22	22	22	288	50	0	0	0	10	100		300		5
6	14	29	23	38	23	23	23	302	50	0	0	0	10	100		300		5
6	15	30	24	40	24	24	24	317	50	0	0	0	10	100		300		5
6	16	31	25	42	25	25	25	331	50	0	0	0	10	100		300		5
6	17	32	26	44	26	26	26	346	50	0	0	0	10	100		300		5
6	18	34	27	45	27	27	27	360	50	0	0	0	10	100		300		5
6	19	35	28	47	28	28	28	374	50	0	0	0	10	100		300		5
6	20	36	29	49	29	29	29	389	50	0	0	0	10	100		300		5
6	21	38	30	53	30	30	30	418	50	0	0	0	10	100		300		5
6	22	41	31	56	31	31	31	446	50	0	0	0	10	100		300		5
6	23	43	32	60	32	32	32	475	50	0	0	0	10	100		300		5
6	24	46	33	63	33	33	33	504	50	0	0	0	10	100		300		5
6	25	48	34	67	34	34	34	533	50	0	0	0	10	100		300		5
6	26	50	35	71	35	35	35	562	50	0	0	0	10	100		300		5
6	27	53	36	74	36	36	36	590	50	0	0	0	10	100		300		5
6	28	55	37	78	37	37	37	619	50	0	0	0	10	100		300		5
6	29	58	38	81	38	38	38	648	50	0	0	0	10	100		300		5
6	30	60	39	85	39	39	39	677	50	0	0	0	10	100		300		5
6	31	62	40	89	40	40	40	706	50	0	0	0	10	100		300		5
6	32	65	41	92	41	41	41	734	50	0	0	0	10	100		300		5
6	33	67	42	96	42	42	42	763	50	0	0	0	10	100		300		5
6	34	70	43	99	43	43	43	792	50	0	0	0	10	100		300		5
6	35	72	44	103	44	44	44	821	50	0	0	0	10	100		300		5
6	36	74	45	107	45	45	45	850	50	0	0	0	10	100		300		5
6	37	77	46	110	46	46	46	878	50	0	0	0	10	100		300		5
6	38	79	47	114	47	47	47	907	50	0	0	0	10	100		300		5
6	39	82	48	117	48	48	48	936	50	0	0	0	10	100		300		5
6	40	84	49	121	49	49	49	965	50	0	0	0	10	100		300		5
6	41	86	50	125	50	50	50	994	50	0	0	0	10	100		300		5
6	42	89	51	128	51	51	51	1022	50	0	0	0	10	100		300		5
6	43	91	52	132	52	52	52	1051	50	0	0	0	10	100		300		5
6	44	94	53	135	53	53	53	1080	50	0	0	0	10	100		300		5
6	45	96	54	139	54	54	54	1109	50	0	0	0	10	100		300		5
6	46	98	55	143	55	55	55	1138	50	0	0	0	10	100		300		5
6	47	101	56	146	56	56	56	1166	50	0	0	0	10	100		300		5
6	48	103	57	150	57	57	57	1195	50	0	0	0	10	100		300		5
6	49	106	58	153	58	58	58	1224	50	0	0	0	10	100		300		5
6	50	108	59	157	59	59	59	1253	50	0	0	0	10	100		300		5
6	51	110	60	161	60	60	60	1282	50	0	0	0	10	100		300		5
