id	名称	类型	子类型	品质	职业	对应绑定物品ID	对应不绑定物品ID	是否可使用	全部使用	不可丢弃	不可出售	售价-银贝	售价-金贝	售价-碧玉	关联商会道具ID	贵重物品	是否绑定	是否可寄售	获得后自动使用	获得后提示使用	使用等级	叠加数量	使用后冷却	合成ID	分解产物	道具耐久	触发事件	资质提升下限	资质提升上限	成长提升下限	成长提升上限	悟性提升	灵兽资质要求	使用次数限制	转化值下限	转化值上限	吟唱时间	奖励ID	灵兽技能	激活宠物	激活法宝	附魂ID	增加\n血量	获得状态	法宝潜修经验	激活称号ID	获得时装ID	增加时装期限	获得坐骑ID	增加坐骑期限	摇钱树id	摇钱树加速时间	宝图-点集	奖励生活经验	生活技能使用等级限制	图标	用途	描述	获取途径
1486	高级技能书宝箱	1	0	4				1	1		1						1			1		50																1486																		equip_1019	功能：高级技能书箱	灵兽高级技能书宝箱，打开后可随机获得一本灵兽高级技能书。	
1487	绝技技能书宝箱	1	0	4				1	1		1						1			1		50																1487																		equip_1019	功能：绝技技能书箱	灵兽绝技技能书宝箱，打开后可随机获得一本灵兽绝技技能书。	
1501	小山猪元神珠	1	22	3	-1			1			1						0				10	1																		201																ui_pet_shanzhu_1	功能：召唤灵兽	均衡型灵兽，人物达到10级可以携带。	
1502	变异小山猪元神珠	1	22	3	-1			1			1						0				10	1																		202																ui_pet_shanzhu_1	功能：召唤灵兽	均衡型灵兽，人物达到10级可以携带。	
1503	琉璃元神珠	1	22	3	-1			1			1						0				1	1																		203																ui_pet_hupo_1	功能：召唤灵兽	辅助型灵兽，人物达到1级可以携带。	
1504	变异琉璃元神珠	1	22	3	-1			1			1						0				1	1																		204																ui_pet_hupo_1	功能：召唤灵兽	辅助型灵兽，人物达到1级可以携带。	
1505	金符鬼元神珠	1	22	3	-1			1			1						0				15	1																		205																ui_pet_jinfu_1	功能：召唤灵兽	物攻型灵兽，人物达到15级可以携带。	
1506	变异金符鬼元神珠	1	22	3	-1			1			1						0				15	1																		206																ui_pet_jinfu_1	功能：召唤灵兽	物攻型灵兽，人物达到15级可以携带。	
1507	木符鬼元神珠	1	22	3	-1			1			1						0				25	1																		207																ui_pet_muhu_1	功能：召唤灵兽	辅助型灵兽，人物达到25级可以携带。	
1508	变异木符鬼元神珠	1	22	3	-1			1			1						0				25	1																		208																ui_pet_muhu_1	功能：召唤灵兽	辅助型灵兽，人物达到25级可以携带。	
1509	火符鬼元神珠	1	22	3	-1			1			1						0				35	1																		209																ui_pet_huofu_1	功能：召唤灵兽	法攻型灵兽，人物达到35级可以携带。	
1510	变异火符鬼元神珠	1	22	3	-1			1			1						0				35	1																		210																ui_pet_huofu_1	功能：召唤灵兽	法攻型灵兽，人物达到35级可以携带。	
1511	水符鬼元神珠	1	22	3	-1			1			1						0				45	1																		211																ui_pet_shuifu_1	功能：召唤灵兽	均衡型灵兽，人物达到45级可以携带。	
1512	变异水符鬼元神珠	1	22	3	-1			1			1						0				45	1																		212																ui_pet_shuifu_1	功能：召唤灵兽	均衡型灵兽，人物达到45级可以携带。	
1513	土符鬼元神珠	1	22	3	-1			1			1						0				45	1																		213																ui_pet_tuhu_1	功能：召唤灵兽	防御型灵兽，人物达到45级可以携带。	
1514	变异土符鬼元神珠	1	22	3	-1			1			1						0				45	1																		214																ui_pet_tuhu_1	功能：召唤灵兽	防御型灵兽，人物达到45级可以携带。	
1521	炸弹人元神珠	1	22	4	-1			1			1						0				45	1																		221																ui_pet_hupo_1	功能：召唤灵兽	防御型灵兽，人物达到45级可以携带。	
1522	变异炸弹人元神珠	1	22	4	-1			1			1						0				45	1																		222																ui_pet_hupo_1	功能：召唤灵兽	防御型灵兽，人物达到45级可以携带。	
1523	血傀元神珠	1	22	4	-1			1			1						0				45	1																		223																ui_pet_hupo_1	功能：召唤灵兽	物攻型灵兽，人物达到45级可以携带。	
1524	变异血傀元神珠	1	22	4	-1			1			1						0				45	1																		224																ui_pet_hupo_1	功能：召唤灵兽	物攻型灵兽，人物达到45级可以携带。	
1525	蝶仙元神珠	1	22	4	-1			1			1						0				55	1																		225																ui_pet_hupo_1	功能：召唤灵兽	辅助型灵兽，人物达到55级可以携带。	
1526	变异蝶仙元神珠	1	22	4	-1			1			1						0				55	1																		226																ui_pet_hupo_1	功能：召唤灵兽	辅助型灵兽，人物达到55级可以携带。	
1527	疾鹏元神珠	1	22	4	-1			1			1						0				55	1																		227																ui_pet_jipeng_1	功能：召唤灵兽	法攻型灵兽，人物达到55级可以携带。	
1528	变异疾鹏元神珠	1	22	4	-1			1			1						0				55	1																		228																ui_pet_jipeng_1	功能：召唤灵兽	法攻型灵兽，人物达到55级可以携带。	
1529	阿奇元神珠	1	22	4	-1			1			1						0				65	1																		229																ui_pet_zhu_1	功能：召唤灵兽	均衡型灵兽，人物达到65级可以携带。	
1530	变异阿奇元神珠	1	22	4	-1			1			1						0				65	1																		230																ui_pet_zhu_1	功能：召唤灵兽	均衡型灵兽，人物达到65级可以携带。	
1531	琥珀元神珠	1	22	4	-1			1			1						0				65	1																		231																ui_pet_hupo_1	功能：召唤灵兽	法攻型灵兽，人物达到65级可以携带。	
1532	变异琥珀元神珠	1	22	4	-1			1			1						0				65	1																		232																ui_pet_hupo_1	功能：召唤灵兽	法攻型灵兽，人物达到65级可以携带。	
1541	木甲穷奇元神珠	1	22	5	-1			1			1						0				1	1																		241																ui_pet_hupo_1	功能：召唤灵兽	防御型灵兽，人物达到1级可以携带。	
1542	变异木甲穷奇元神珠	1	22	5	-1			1			1						0				1	1																		242																ui_pet_hupo_1	功能：召唤灵兽	防御型灵兽，人物达到1级可以携带。	
1543	机关鸢元神珠	1	22	5	-1			1			1						0				1	1																		243																ui_pet_hupo_1	功能：召唤灵兽	物攻型灵兽，人物达到1级可以携带。	
1544	变异机关鸢元神珠	1	22	5	-1			1			1						0				1	1																		244																ui_pet_hupo_1	功能：召唤灵兽	物攻型灵兽，人物达到1级可以携带。	
1545	安卡元神珠	1	22	5	-1			1			1						0				1	1																		245																ui_pet_hupo_1	功能：召唤灵兽	辅助型灵兽，人物达到1级可以携带。	
1546	变异安卡元神珠	1	22	5	-1			1			1						0				1	1																		246																ui_pet_hupo_1	功能：召唤灵兽	辅助型灵兽，人物达到1级可以携带。	
1547	云狐元神珠	1	22	5	-1			1			1						0				1	1																		247																ui_pet_yunhu_1	功能：召唤灵兽	物攻型灵兽，人物达到1级可以携带。	
1548	变异云狐元神珠	1	22	5	-1			1			1						0				1	1																		248																ui_pet_yunhu_1	功能：召唤灵兽	物攻型灵兽，人物达到1级可以携带。	
1551	妮可元神珠	1	22	6	-1			1			1						0				1	1																		251																ui_pet_hupo_1	功能：召唤神兽	最强法攻型神兽，人物达到1级可以携带。	
1552	博士猫元神珠	1	22	6	-1			1			1						0				1	1																		252																ui_pet_hupo_1	功能：召唤神兽	最强辅助型神兽，人物达到1级可以携带。	
1553	轩辕熊猫元神珠	1	22	6	-1			1			1						0				1	1																		253																ui_pet_hupo_1	功能：召唤神兽	最强物攻型神兽，人物达到1级可以携带。	
1554	黑火龙元神珠	1	22	6	-1			1			1						0				1	1																		254																ui_pet_hupo_1	功能：召唤神兽	最强均衡型神兽，人物达到1级可以携带。	
1601	天磐鸣	1	1	2	-1			1			1						0				1	99																	50001																	Skill_Books_1	功能：灵兽技能书	降下金磐之光，对目标造成金属性伤害，并有一定几率使目标沉默#[G2]4#n秒。	
1602	叶舞术	1	1	2	-1			1			1						0				1	99																	50002																	Skill_Books_1	功能：灵兽技能书	催起飞叶之舞，对目标造成木属性伤害，并有一定几率使目标攻击降低#[G2]20%#n。	
1603	流云刺	1	1	2	-1			1			1						0				1	99																	50003																	Skill_Books_1	功能：灵兽技能书	发射一道冰刺，对目标造成水属性伤害，并有一定几率使目标减速#[G2]30%#n。	
1604	烈火术	1	1	2	-1			1			1						0				1	99																	50004																	Skill_Books_1	功能：灵兽技能书	掷出一个火球，对目标造成火属性伤害，并有一定几率使目标防御降低#[G2]20%#n。	
1605	土灵爪	1	1	2	-1			1			1						0				1	99																	50005																	Skill_Books_1	功能：灵兽技能书	伸出地灵之爪，对目标造成土属性伤害，并有一定几率使目标晕眩#[G2]2#n秒。	
1606	气疗术	1	1	2	-1			1			1						0				1	99																	50006																	Skill_Books_1	功能：灵兽技能书	以真元之气疗愈伤口，为自身与主人回复中量生命值。	
1607	清风咒	1	1	2	-1			1			1						0				1	99																	50007																	Skill_Books_1	功能：灵兽技能书	以清风之术化解淤垢，为自身与主人解除一个负面效果， 并回复少量生命值。	
1801	白虎星降	1	1	4	-1			1			1						0				1	99																	50101																	Skill_Books_3	功能：灵兽技能书	召唤白虎之力，对大范围内敌方单位造成金属性伤害，并有一定几率使目标沉默#[G2]4#n秒。	
1802	青龙云屏	1	1	4	-1			1			1						0				1	99																	50102																	Skill_Books_3	功能：灵兽技能书	召唤青龙之力，对大范围内敌方单位造成木属性伤害，并有一定几率使目标攻击降低#[G2]20%#n。	
1803	玄武现世	1	1	4	-1			1			1						0				1	99																	50103																	Skill_Books_3	功能：灵兽技能书	召唤玄武之力，对大范围内敌方单位造成水属性伤害，并有一定几率使目标减速#[G2]30%#n。	
1804	朱雀振翅	1	1	4	-1			1			1						0				1	99																	50104																	Skill_Books_3	功能：灵兽技能书	召唤朱雀之力，对大范围内敌方单位造成火属性伤害，并有一定几率使目标防御降低#[G2]20%#n。	
1805	黄龙浩气	1	1	4	-1			1			1						0				1	99																	50105																	Skill_Books_3	功能：灵兽技能书	召唤黄龙之力，对大范围内敌方单位造成土属性伤害，并有一定几率使目标晕眩#[G2]2#n秒。	
1806	八方归元	1	1	4	-1			1			1						0				1	99																	50106																	Skill_Books_3	功能：灵兽技能书	凝聚八方真元的强力治疗法术，为大范围内所有友方单位回复大量生命值。	
1901	灵魄	1	42	3	-1	1906		1			1						0	1			1	999																																		fabao_tupo1	功能：法宝注灵	法宝注灵，用于淬炼法宝的灵元。	
1902	金元灵魄	1	42	4	-1	1907		1			1						0	1			1	99																																		fabao_tupo2	功能：法宝注灵	法宝注灵，用于淬炼八重及以上法宝的灵元。	
1903	星耀锥	1	44	4	-1	1908		1			1						0	1			1	99																																		fabao_tupo3	功能：法宝注灵	法宝注灵，用于淬炼法宝的灵枢。可使用普通法宝残片在商店中兑换。	
1904	祭炼灵纹	1	44	4	-1	1909		1			1						0	1			1	99																																		fabao_tupo3	功能：法宝注灵	用于提升法宝的技能等级。	
1906	灵魄（绑）	1	42	3	-1		1901	1			1						1				1	999																																		fabao_tupo1	功能：法宝注灵	法宝注灵，用于淬炼法宝的灵元。	
1907	金元灵魄（绑）	1	42	5	-1		1902	1			1						1				1	99																																		fabao_tupo2	功能：法宝注灵	法宝注灵，用于淬炼八重及以上法宝的灵元。	
1908	星耀锥（绑）	1	44	4	-1		1903	1			1						1				1	99																																		fabao_tupo3	功能：法宝注灵	法宝注灵，用于淬炼法宝的灵枢。	
1909	祭炼灵纹（绑）	1	44	4	-1		1904	1			1						1				1	99																																		fabao_tupo3	功能：法宝注灵	用于提升法宝的技能等级。	
1921	淬道金砂	1	43	3	-1			1			1						0				1	99																							100000											fabao_qianghua1	功能：法宝潜修	用于1-50级法宝潜修使用，使用后获得#[G2]100点#n法宝潜修经验。	
1922	高阶淬道金砂	1	43	4	-1			1			1						0				1	99																							200											fabao_qianghua2	功能：法宝潜修	用于50-100级法宝潜修使用，使用后获得#[G2]100点#n法宝潜修经验。	
1930	普通法宝残识	1	0	4				1			1						0	1			1	100																																		fabao_qianghua3	功能：兑换法宝	收集#[G2]5-10个#n普通法宝残识可以去NPC处兑换一个蓝色或紫色法宝。	
1931	高级法宝残识	1	0	5				1			1						0	1			1	100																																		fabao_qianghua3	功能：兑换法宝	收集#[G2]40个#n法宝残识可以去NPC处兑换一个金色法宝。	
1935	轩辕剑残识	1	0	6				1			1						0	1			1	100		1935																																fabao_qianghua3	功能：合成法宝	收集#[G2]50个#n轩辕剑残识可以合成法宝#[Y3]轩辕剑#n。	
1936	东皇钟残识	1	0	6				1			1						0	1			1	100		1936																																fabao_qianghua3	功能：合成法宝	收集#[G2]50个#n东皇钟残识可以合成法宝#[Y3]东皇钟#n。	
1937	昊天塔残识	1	0	6				1			1						0	1			1	100		1937																																fabao_qianghua3	功能：合成法宝	收集#[G2]50个#n昊天塔残识可以合成法宝#[Y3]昊天塔#n。	
1938	盘古斧残识	1	0	6				1			1						0	1			1	100		1938																																fabao_qianghua3	功能：合成法宝	收集#[G2]50个#n盘古斧残识可以合成法宝#[Y3]盘古斧#n。	
1939	伏羲琴残识	1	0	6				1			1						0	1			1	100		1939																																fabao_qianghua3	功能：合成法宝	收集#[G2]50个#n伏羲琴残识可以合成法宝#[Y3]伏羲琴#n。	
2121	蛇石印	1	41	4				1			1						0				1	1																			101				5000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]蛇石印#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2122	鼠槌	1	41	4				1			1						0				1	1																			102				5000											ShuChui	功能：法宝	使用后可以激活法宝#[Y3]鼠槌#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2123	鬼鸡爪子	1	41	4				1			1						0				1	1																			201				5000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]鬼鸡爪子#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2124	龙帆	1	41	4				1			1						0				1	1																			202				5000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]龙帆#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2125	暗杀宝录	1	41	4				1			1						0				1	1																			203				5000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]暗杀宝录#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2126	奇魄古玉	1	41	4				1			1						0				1	1																			204				5000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]奇魄古玉#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2127	五行盘	1	41	4				1			1						0				1	1																			205				5000											Wuxing	功能：法宝	使用后可以激活法宝#[Y3]五行盘#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2128	洞察光环	1	41	4				1			1						0				1	1																			206				5000											Guanghuan	功能：法宝	使用后可以激活法宝#[Y3]洞察光环#n；若已拥有该法宝，则会为该法宝增加5000点潜修经验。	
2129	庖丁菜刀	1	41	5				1			1						0				1	1																			301				25000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]庖丁菜刀#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2130	白虎风牙	1	41	5				1			1						0				1	1																			302				25000											Baihu	功能：法宝	使用后可以激活法宝#[Y3]白虎风牙#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2131	朱雀火羽	1	41	5				1			1						0				1	1																			303				25000											HuoYu	功能：法宝	使用后可以激活法宝#[Y3]朱雀火羽#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2132	沙尘之珠	1	41	5				1			1						0				1	1																			304				25000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]沙尘之珠#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2133	玄武之沂	1	41	5				1			1						0				1	1																			305				25000											Baihu	功能：法宝	使用后可以激活法宝#[Y3]玄武之沂#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2134	青龙灵珠	1	41	5				1			1						0				1	1																			306				25000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]青龙灵珠#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2135	乾坤袋	1	41	4				1			1						0				1	1																			307				25000											BaoLu	功能：法宝	使用后可以激活法宝#[Y3]乾坤袋#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2136	阴阳镜	1	41	5				1			1						0				1	1																			308				25000											Yinyang	功能：法宝	使用后可以激活法宝#[Y3]阴阳镜#n；若已拥有该法宝，则会为该法宝增加25000点潜修经验。	
2137	盘古斧	1	41	6				1			1						0				1	1																			401				50000											Baihu	功能：法宝	使用后可以激活法宝#[Y3]盘古斧#n；若已拥有该法宝，则会为该法宝增加50000点潜修经验。	
2138	东皇钟	1	41	6				1			1						0				1	1																			402				50000											Baihu	功能：法宝	使用后可以激活法宝#[Y3]东皇钟#n；若已拥有该法宝，则会为该法宝增加50000点潜修经验。	
2139	轩辕剑	1	41	6				1			1						0				1	1																			403				50000											Baihu	功能：法宝	使用后可以激活法宝#[Y3]轩辕剑#n；若已拥有该法宝，则会为该法宝增加50000点潜修经验。	
2140	昊天塔	1	41	6				1			1						0				1	1																			404				50000											Baihu	功能：法宝	使用后可以激活法宝#[Y3]昊天塔#n；若已拥有该法宝，则会为该法宝增加50000点潜修经验。	
2141	伏羲琴	1	41	6				1			1						0				1	1																			405				50000											Baihu	功能：法宝	使用后可以激活法宝#[Y3]伏羲琴#n；若已拥有该法宝，则会为该法宝增加50000点潜修经验。	
2601	英雄帖	1	4	3	-1			1			1						0				1	99																																		chat_hero	功能：广知天下	使用后可在世界频道发言，发言内容会以滚动形式播放，所有人都可以看到您的发言。\n每次发言消耗一个英雄帖。	
2605	门派心得	1	0	4				1			1						1					99																2605																		player_b_zitai1_1	功能：获得门派声望	使用后可获得200点门派声望。	
2606	门派金券	1	0	4				1			1						0	1				99																																		player_b_zitai1_1	功能：兑换门派心得	可以在门派商店中消耗一定的金贝兑换门派心得，可交易。	
2607	门派称号•天剑	1	0	4	1			1			1						1			1		1																								2001										player_b_zitai1_1	功能：获得称号	使用后激活#[Y3]天剑#n门派#[Y3]最高#n级别的称号。	
2608	门派称号•墨家	1	0	4	2			1			1						1			1		1																																		player_b_zitai1_1	功能：获得称号	使用后激活#[Y3]墨家#n门派#[Y3]最高#n级别的称号。	
2609	门派称号•鬼谷	1	0	4	3			1			1						1			1		1																																		player_b_zitai1_1	功能：获得称号	使用后激活#[Y3]鬼谷#n门派#[Y3]最高#n级别的称号。	
2610	门派称号•七曜	1	0	4	4			1			1						1			1		1																																		player_b_zitai1_1	功能：获得称号	使用后激活#[Y3]七曜#n门派#[Y3]最高#n级别的称号。	
2611	参悟残页	1	0	4				1			1						0	1				99																																		player_b_zitai1_1	功能：兑换终极天赋书	记录了门派终极天赋的残页，集齐15个可以在门派商店兑换#[Y3]门派终极天赋#n。	
2701	《三环套月》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁天剑#[Y3]三环套月#n技能的终极天赋	
2702	《白云出岫》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁天剑#[Y3]白云出岫#n技能的终极天赋	
2703	《云内斩草》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁天剑#[Y3]云内斩草#n技能的终极天赋	
2704	《横剑摆渡》	1	5	4	1			1			1						0				1	1																																		player_b_zitai2_1	功能：领悟终极天赋	使用后解锁天剑#[Y3]横剑摆渡#n技能的终极天赋	
2705	《金蝉脱壳》	1	5	4	1			1			1						0				1	1																																		player_b_zitai2_2	功能：领悟终极天赋	使用后解锁天剑#[Y3]金蝉脱壳#n技能的终极天赋	
2706	《迎风挥扇》	1	5	4	1			1			1						0				1	1																																		player_b_zitai2_3	功能：领悟终极天赋	使用后解锁天剑#[Y3]迎风挥扇#n技能的终极天赋	
2707	《追星赶月》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁天剑#[Y3]追星赶月#n技能的终极天赋	
2708	《六合独尊》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁天剑#[Y3]六合独尊#n技能的终极天赋	
2709	《仙人指路》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁天剑#[Y3]仙人指路#n技能的终极天赋	
2710	《飞虹贯日》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁天剑#[Y3]飞虹贯日#n技能的终极天赋	
2711	《大道无术》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁天剑#[Y3]大道无术#n技能的终极天赋	
2712	《腾蛟起凤》	1	5	4	1			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁天剑#[Y3]腾蛟起凤#n技能的终极天赋	
2713	《仙人脱衣》	1	5	4	1			1			1						0				1	1																																		player_b_shoushen_2	功能：领悟终极天赋	使用后解锁天剑#[Y3]仙人脱衣#n技能的终极天赋	
2721	《墨剑•三式》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨剑•三式#n技能的终极天赋	
2722	《墨剑•诛心》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨剑•诛心#n技能的终极天赋	
2723	《墨拳•非攻》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨拳•非攻#n技能的终极天赋	
2724	《墨剑•杀生》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨剑•杀生#n技能的终极天赋	
2725	《墨拳•错步》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨拳•错步#n技能的终极天赋	
2726	《墨剑•奔袭》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨剑•奔袭#n技能的终极天赋	
2727	《墨拳•守缺》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨拳•守缺#n技能的终极天赋	
2728	《机关术•烟弹》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁墨家#[Y3]机关术•烟弹#n技能的终极天赋	
2729	《机关术•木雷》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁墨家#[Y3]机关术•木雷#n技能的终极天赋	
2730	《墨剑•狂影》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨剑•狂影#n技能的终极天赋	
2731	《墨剑•斩影》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨剑•斩影#n技能的终极天赋	
2732	《墨拳•守缺》	1	5	4	2			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁墨家#[Y3]墨拳•守缺#n技能的终极天赋	
2733	《机关术•连弩》	1	5	4	2			1									0				1	1																																		player_b_shoushen_2	功能：领悟终极天赋	使用后解锁墨家#[Y3]机关术•连弩#n技能的终极天赋	
2741	《符道•破》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]符道•破#n技能的终极天赋	
2742	《符道•惩》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]符道•惩#n技能的终极天赋	
2743	《符道•散》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]符道•散#n技能的终极天赋	
2744	《符道•愈》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]符道•愈#n技能的终极天赋	
2745	《鬼道•缚》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]符道•缚#n技能的终极天赋	
2746	《鬼道•幻》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]鬼道•幻#n技能的终极天赋	
2747	《鬼道•诈》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]鬼道•诈#n技能的终极天赋	
2748	《符道•惊》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]符道•惊#n技能的终极天赋	
2749	《天道•生》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]天道•生#n技能的终极天赋	
2750	《天道•涤》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_1	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]天道•舞#n技能的终极天赋	
2751	《天道•罚》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_2	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]天道•罚#n技能的终极天赋	
2752	《天道•灭》	1	5	4	3			1			1						0				1	1																																		player_b_zitai1_3	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]天道•灭#n技能的终极天赋	
2753	《天道•寂》	1	5	4	3			1			1						0				1	1																																		player_b_shoushen_2	功能：领悟终极天赋	使用后解锁鬼谷#[Y3]天道•寂#n技能的终极天赋	
3001	七夕礼包	1	0	3	-1			1			1						0				1	1																																		ui_QianDai	功能：打开获得奖励	一个装着牛郎和织女爱情的礼包	
3002	签到礼盒	1	0	3	-1			1			1						0				1	1																																		ui_QianDai		签到赠送的礼盒	
3003	签到礼包	1	0	3	-1			1			1						0				1	1																																		ui_QianDai		签到赠送的礼包	
3004	酬勤之赏	1	0	3	-1			1			1						1			1	1	1																3004																		ui_QianDai	功能：打开获得奖励	完成天书试炼时送给辛勤带队的队长的奖赏，打开后有可获得修为丹、神魔宝图、氏族修炼丹、氏族商票等道具。	
3005	试炼之赏	1	0	2	-1			1			1						1			1	1	1																3005																		ui_QianDai	功能：打开获得奖励	完成天书试炼时送给忠实跟队的队员的奖赏，打开后有几率氏族商票、修为丹、法宝、灵魄等道具。	
3006	恩师的奖赏	1	0	2	-1			1			1						1			1	1	1																10019																		ui_QianDai	功能：打开获得奖励	完成师门任务时恩师赠送的奖赏	
3018	40级戒指宝匣	1	0	4	-1			1			1						1			1	40	1																3018																		ring1	功能：获得装备	打开后可获得本职业适用的#[G2]40级#n极品紫色戒指一枚。	
3101	神魔宝图	1	3	2	-1			1			1						0				1	1																10009															4|wabao_zhuque1;3|wabao_lingwujun1			ui_DiTu	功能：搜寻宝藏	#[G]&#n\n破旧的羊皮纸上脉络分明，似乎颇有来历，也许这个世界上真的有让人一夜暴富的宝藏。	
3102	金盛树种	1	6	5	-1			1			1						0				50	1																													1					item_shuzhong	功能：种出金盛宝树	天界神仙路过凡间遗失的摇钱树种子，可种植出金币元宝的一种仙树，非常珍贵。	
3103	金枝玉露	1	7	4	-1			1			1						0				50	99																														30				item_yulu	功能：加快树的成长	女蜗沐浴过后的泉水，附有女娲的仙力，能使树木加快成长。	
3105	高级宝图	1	3	5							1						0					1																																		ui_DiTu	功能：搜寻宝藏	寻找高级宝藏	
3106	高级宝图材料1	1	11	5							1						0	1				50		101																																ui_DiTu	功能：合成高级宝图	与高级宝图材料2，高级宝图材料3合成高级宝图	
3107	高级宝图材料2	1	11	5							1						0	1				50		101																																ui_DiTu	功能：合成高级宝图	与高级宝图材料1，高级宝图材料3合成高级宝图	
3108	高级宝图材料3	1	11	5							1						0	1				50		101																																ui_DiTu	功能：合成高级宝图	与高级宝图材料1，高级宝图材料2合成高级宝图	
3111	染色石	1	0	4	-1					1	1						0					99																																		equip_1002	功能：时装染色	时装染色必备材料。	
3112	易容丹	1	0	4	-1					1	1						0					99																																		equip_1002	功能：角色易容	角色易容必备材料。	
