id	名称	类型	子类型	装备子类型	检索值	品质	使用等级	装备等级	职业	图标	叠加数量	是否绑定	绑定类型	不可出售	出售价格	耐久度	装备生成类型	分解产物	是否可以重铸	重铸材料1	重铸材料2	重铸银贝数量	是否可以洗炼	凝炼材料1	凝炼材料2	凝炼银贝数量	是否可炼化	物理攻击	法术攻击	物理防御	法术防御	生命值	治疗强度	暴击等级	命中等级	物理穿透等级	法术穿透等级	回避等级	招架等级	暴击防御等级	移动速度加成	基础属性随机范围	定制属性库id	定制属性随机范围	随机属性库id	随机属性条目	随机属性等级	随机属性范围	特效库1id	特效库1几率	特效库2id	特效库2几率	特技1id	特技1几率	特技2id	特技2几率	强化值	觉醒值	觉醒材料	觉醒属性加成	描述	获取途径
11445	40硬鞋子·蓝	4	6	8	68	3	40	40	1,2	hard_xie1	1							27184	1	1102|1		20000	1	1151|1		30000	1				62										1	0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	40	0.43,0.58									6					
11446	40软头盔·蓝	4	2	9	29	3	40	40	3,4	soft_tou1	1							27184	1	1102|1		20000	1	1151|1		30000	1			62										5		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	40	0.43,0.58									6					
11447	40软胸甲·蓝	4	3	9	39	3	40	40	3,4	soft_xiong1	1							27184	1	1102|1		20000	1	1151|1		30000	1			62	140								5			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	40	0.43,0.58									6					
11448	40软手套·蓝	4	4	9	49	3	40	40	3,4	soft_hand1	1							27184	1	1102|1		20000	1	1151|1		30000	1			47									5			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	40	0.43,0.58									6					
11449	40软裤子·蓝	4	5	9	59	3	40	40	3,4	soft_ku1	1							27184	1	1102|1		20000	1	1151|1		30000	1			47	140									5		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	40	0.43,0.58									6					
11450	40软鞋子·蓝	4	6	9	69	3	40	40	3,4	soft_xie1	1							27184	1	1102|1		20000	1	1151|1		30000	1				93										1	0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	40	0.43,0.58									6					
11451	40级项链·蓝	4	7	0	70	3	40	40	-1	xianglian1	1							27184	1	1102|1		20000	1	1151|1		30000	1					369		5								0.85,1.15		0.43,0.58	27	1:75,2:20,3:5	40	0.43,0.58									6					
11452	40物攻戒指·蓝	4	8	1	81	3	40	40	-1	ring1	1							27184	1	1102|1		20000	1	1151|1		30000	1	28							5							0.85,1.15		0.43,0.58	28	1:75,2:20,3:5	40	0.43,0.58									6					
11453	40法攻戒指·蓝	4	8	2	82	3	40	40	-1	ring1	1							27184	1	1102|1		20000	1	1151|1		30000	1		28						5							0.85,1.15		0.43,0.58	29	1:75,2:20,3:5	40	0.43,0.58									6					
11454	40物攻饰品·蓝	4	9	1	91	3	40	40	-1	shipin1	1							27184	1	1102|1		20000	1	1151|1		30000	1					369				5						0.85,1.15		0.43,0.58	30	1:75,2:20,3:5	40	0.43,0.58									6					
11455	40法攻饰品·蓝	4	9	2	92	3	40	40	-1	shipin1	1							27184	1	1102|1		20000	1	1151|1		30000	1					369					5					0.85,1.15		0.43,0.58	31	1:75,2:20,3:5	40	0.43,0.58									6					
12001	40级剑·紫	4	1	1	11	4	40	40	1	tianjian1	1							27191	1	1102|1		20000	1	1151|1		30000	1	175							19							0.85,1.15	12001	0.47,0.63	101	1:70,2:28,3:2	40	0.47,0.63	1	0	9	20					6					
12002	40级短剑·紫	4	1	2	12	4	40	40	2	mojia1	1							27191	1	1102|1		20000	1	1151|1		30000	1	223						17								0.85,1.15	12002	0.47,0.63	102	1:70,2:28,3:2	40	0.47,0.63	1	0	9	20					6					
12003	40级法器·紫	4	1	3	13	4	40	40	3	guigu1	1							27191	1	1102|1		20000	1	1151|1		30000	1		194				175		19							0.85,1.15	12003	0.47,0.63	103	1:70,2:28,3:2	40	0.47,0.63	3	0	10	20					6					
12004	40级环·紫	4	1	4	14	4	40	40	4		1							27191	1	1102|1		20000	1	1151|1		30000	1		252					19								0.85,1.15	12004	0.47,0.63	104	1:70,2:28,3:2	40	0.47,0.63	2	0	10	20					6					
12005	40级弓·紫	4	1	5	15	4	40	40	5		1							27191	1	1102|1		20000	1	1151|1		30000	1	194								17						0.85,1.15	12005	0.47,0.63	105	1:70,2:28,3:2	40	0.47,0.63	1	0	9	20					6					
12006	40级枪·紫	4	1	6	16	4	40	40	6		1							27191	1	1102|1		20000	1	1151|1		30000	1	194								17						0.85,1.15	12006	0.47,0.63	106	1:70,2:28,3:2	40	0.47,0.63	1	0	9	20					6					
12011	40头盔·紫·天剑	4	2	1	21	4	42	40	1	hard_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			136	59								19			0.85,1.15	12011	0.47,0.63	130	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12012	40胸甲·紫·天剑	4	3	1	31	4	40	40	1	hard_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			210	97											0.85,1.15	12012	0.47,0.63	130	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12013	40手套·紫·天剑	4	4	1	41	4	42	40	1	hard_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			140	59								19			0.85,1.15	12013	0.47,0.63	130	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12014	40裤子·紫·天剑	4	5	1	51	4	40	40	1	hard_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			140	94				8							0.85,1.15	12014	0.47,0.63	130	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12015	40鞋子·紫·天剑	4	6	1	61	4	40	40	1	hard_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1			59	59								19		2	0.85,1.15	12015	0.47,0.63	130	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12021	40头盔·紫·墨家	4	2	2	22	4	42	40	2	hard_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			96				5						10		0.85,1.15	12021	0.47,0.63	131	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12022	40胸甲·紫·墨家	4	3	2	32	4	40	40	2	hard_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			136	78			5								0.85,1.15	12022	0.47,0.63	131	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12023	40手套·紫·墨家	4	4	2	42	4	42	40	2	hard_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			82						10						0.85,1.15	12023	0.47,0.63	131	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12024	40裤子·紫·墨家	4	5	2	52	4	40	40	2	hard_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			82	70			10								0.85,1.15	12024	0.47,0.63	131	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12025	40鞋子·紫·墨家	4	6	2	62	4	40	40	2	hard_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1				59			8							2	0.85,1.15	12025	0.47,0.63	131	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12031	40头盔·紫·鬼谷	4	2	3	23	4	42	40	3	soft_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			78										15		0.85,1.15	12031	0.47,0.63	132	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12032	40胸甲·紫·鬼谷	4	3	3	33	4	40	40	3	soft_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			117	156							10				0.85,1.15	12032	0.47,0.63	132	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12033	40手套·紫·鬼谷	4	4	3	43	4	42	40	3	soft_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			97								10				0.85,1.15	12033	0.47,0.63	132	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12034	40裤子·紫·鬼谷	4	5	3	53	4	40	40	3	soft_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			78	156									15		0.85,1.15	12034	0.47,0.63	132	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12035	40鞋子·紫·鬼谷	4	6	3	63	4	40	40	3	soft_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1				78							10			2	0.85,1.15	12035	0.47,0.63	132	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12041	40头盔·紫·七曜	4	2	4	24	4	42	40	4	soft_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			39										15		0.85,1.15	12041	0.47,0.63	133	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12042	40胸甲·紫·七曜	4	3	4	34	4	40	40	4	soft_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			78	175				8							0.85,1.15	12042	0.47,0.63	133	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12043	40手套·紫·七曜	4	4	4	44	4	42	40	4	soft_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			49							10					0.85,1.15	12043	0.47,0.63	133	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12044	40裤子·紫·七曜	4	5	4	54	4	40	40	4	soft_ku1	1							27191	1	1102|1		20000	1	1151|1		30000	1			49	156				10							0.85,1.15	12044	0.47,0.63	133	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12045	40鞋子·紫·七曜	4	6	4	64	4	40	40	4	soft_xie1	1							27191	1	1102|1		20000	1	1151|1		30000	1				78						10				2	0.85,1.15	12045	0.47,0.63	133	1:70,2:28,3:2	40	0.47,0.63	4	0	12	20					6					
12081	40物攻项链·紫	4	7	0	70	4	42	40	-1	xianglian1	1							27191	1	1102|1		20000	1	1151|1		30000	1					462		15								0.85,1.15	12081	0.47,0.63	107	1:70,2:28,3:2	40	0.47,0.63	5	0	13	20					6					
12082	40法攻项链·紫	4	7	0	70	4	42	40	-1	xianglian1	1							27191	1	1102|1		20000	1	1151|1		30000	1					462		15								0.85,1.15	12082	0.47,0.63	108	1:70,2:28,3:2	40	0.47,0.63	6	0	14	20					6					
12083	40物攻戒指·紫	4	8	1	81	4	45	40	-1	ring1	1							27191	1	1102|1		20000	1	1151|1		30000	1	35							15							0.85,1.15	12083	0.47,0.63	109	1:70,2:28,3:2	40	0.47,0.63	7	0	15	20					6					
12084	40法攻戒指·紫	4	8	2	82	4	45	40	-1	ring1	1							27191	1	1102|1		20000	1	1151|1		30000	1		35						15							0.85,1.15	12084	0.47,0.63	110	1:70,2:28,3:2	40	0.47,0.63	6	0	14	20					6					
12085	40物攻饰品·紫	4	9	1	91	4	45	40	-1	shipin1	1							27191	1	1102|1		20000	1	1151|1		30000	1					462				17						0.85,1.15	12085	0.47,0.63	111	1:70,2:28,3:2	40	0.47,0.63	7	0	15	20					6					
12086	40法攻饰品·紫	4	9	2	92	4	45	40	-1	shipin1	1							27191	1	1102|1		20000	1	1151|1		30000	1					462					17					0.85,1.15	12086	0.47,0.63	112	1:70,2:28,3:2	40	0.47,0.63	6	0	14	20					6					
13001	40级剑·橙	4	1	1	11	5	40	40	1	tianjian1	1							27201	1	1102|2		20000	1	1151|3		30000	1	211							38							0.85,1.15	13001	0.63,0.85	201	1:70,2:28,3:2	40	0.63,0.85	31	10	39	20					8					
13002	40级短剑·橙	4	1	2	12	5	40	40	2	mojia1	1							27201	1	1102|2		20000	1	1151|3		30000	1	269						33								0.85,1.15	13002	0.63,0.85	202	1:70,2:28,3:2	40	0.63,0.85	31	10	39	20					8					
13003	40级法器·橙	4	1	3	13	5	40	40	3	guigu1	1							27201	1	1102|2		20000	1	1151|3		30000	1		234				211		38							0.85,1.15	13003	0.63,0.85	203	1:70,2:28,3:2	40	0.63,0.85	33	10	40	20					8					
13004	40级环·橙	4	1	4	14	5	40	40	4		1							27201	1	1102|2		20000	1	1151|3		30000	1		304					38								0.85,1.15	13004	0.63,0.85	204	1:70,2:28,3:2	40	0.63,0.85	32	10	40	20					8					
13005	40级弓·橙	4	1	5	15	5	40	40	5		1							27201	1	1102|2		20000	1	1151|3		30000	1	234								33						0.85,1.15	13005	0.63,0.85	205	1:70,2:28,3:2	40	0.63,0.85	31	10	39	20					8					
13006	40级枪·橙	4	1	6	16	5	40	40	6		1							27201	1	1102|2		20000	1	1151|3		30000	1	234								33						0.85,1.15	13006	0.63,0.85	206	1:70,2:28,3:2	40	0.63,0.85	31	10	39	20					8					
13011	40头盔·橙·天剑	4	2	1	21	5	42	40	1	hard_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			164	71								38			0.85,1.15	13011	0.63,0.85	230	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13012	40胸甲·橙·天剑	4	3	1	31	5	40	40	1	hard_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			253	117											0.85,1.15	13012	0.63,0.85	230	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13013	40手套·橙·天剑	4	4	1	41	5	42	40	1	hard_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			169	71								38			0.85,1.15	13013	0.63,0.85	230	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13014	40裤子·橙·天剑	4	5	1	51	5	40	40	1	hard_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			169	113				15							0.85,1.15	13014	0.63,0.85	230	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13015	40鞋子·橙·天剑	4	6	1	61	5	40	40	1	hard_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1			71	71								38		4	0.85,1.15	13015	0.63,0.85	230	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13021	40头盔·橙·墨家	4	2	2	22	5	42	40	2	hard_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			115				10						19		0.85,1.15	13021	0.63,0.85	231	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13022	40胸甲·橙·墨家	4	3	2	32	5	40	40	2	hard_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			164	94			10								0.85,1.15	13022	0.63,0.85	231	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13023	40手套·橙·墨家	4	4	2	42	5	42	40	2	hard_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			99						19						0.85,1.15	13023	0.63,0.85	231	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13024	40裤子·橙·墨家	4	5	2	52	5	40	40	2	hard_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			99	85			19								0.85,1.15	13024	0.63,0.85	231	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13025	40鞋子·橙·墨家	4	6	2	62	5	40	40	2	hard_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1				71			15							4	0.85,1.15	13025	0.63,0.85	231	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13031	40头盔·橙·鬼谷	4	2	3	23	5	42	40	3	soft_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			94										29		0.85,1.15	13031	0.63,0.85	232	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13032	40胸甲·橙·鬼谷	4	3	3	33	5	40	40	3	soft_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			141	187							19				0.85,1.15	13032	0.63,0.85	232	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13033	40手套·橙·鬼谷	4	4	3	43	5	42	40	3	soft_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			117								19				0.85,1.15	13033	0.63,0.85	232	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13034	40裤子·橙·鬼谷	4	5	3	53	5	40	40	3	soft_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			94	187									29		0.85,1.15	13034	0.63,0.85	232	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13035	40鞋子·橙·鬼谷	4	6	3	63	5	40	40	3	soft_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1				94							19			4	0.85,1.15	13035	0.63,0.85	232	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13041	40头盔·橙·七曜	4	2	4	24	5	42	40	4	soft_tou1	1							27201	1	1102|2		20000	1	1151|3		30000	1			47										29		0.85,1.15	13041	0.63,0.85	233	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13042	40胸甲·橙·七曜	4	3	4	34	5	40	40	4	soft_xiong1	1							27201	1	1102|2		20000	1	1151|3		30000	1			94	211				15							0.85,1.15	13042	0.63,0.85	233	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13043	40手套·橙·七曜	4	4	4	44	5	42	40	4	soft_hand1	1							27201	1	1102|2		20000	1	1151|3		30000	1			59							19					0.85,1.15	13043	0.63,0.85	233	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13044	40裤子·橙·七曜	4	5	4	54	5	40	40	4	soft_ku1	1							27201	1	1102|2		20000	1	1151|3		30000	1			59	187				19							0.85,1.15	13044	0.63,0.85	233	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13045	40鞋子·橙·七曜	4	6	4	64	5	40	40	4	soft_xie1	1							27201	1	1102|2		20000	1	1151|3		30000	1				94						19				4	0.85,1.15	13045	0.63,0.85	233	1:70,2:28,3:2	40	0.63,0.85	34	10	42	20					8					
13081	40物攻项链·橙	4	7	0	70	5	42	40	-1	xianglian1	1							27201	1	1102|2		20000	1	1151|3		30000	1					556		29								0.85,1.15	13081	0.63,0.85	207	1:70,2:28,3:2	40	0.63,0.85	35	10	43	20					8					
13082	40法攻项链·橙	4	7	0	70	5	42	40	-1	xianglian1	1							27201	1	1102|2		20000	1	1151|3		30000	1					556		29								0.85,1.15	13082	0.63,0.85	208	1:70,2:28,3:2	40	0.63,0.85	36	10	44	20					8					
13083	40物攻戒指·橙	4	8	1	81	5	45	40	-1	ring1	1							27201	1	1102|2		20000	1	1151|3		30000	1	42							29							0.85,1.15	13083	0.63,0.85	209	1:70,2:28,3:2	40	0.63,0.85	37	10	45	20					8					
13084	40法攻戒指·橙	4	8	2	82	5	45	40	-1	ring1	1							27201	1	1102|2		20000	1	1151|3		30000	1		42						29							0.85,1.15	13084	0.63,0.85	210	1:70,2:28,3:2	40	0.63,0.85	36	10	44	20					8					
13085	40物攻饰品·橙	4	9	1	91	5	45	40	-1	shipin1	1							27201	1	1102|2		20000	1	1151|3		30000	1					556				33						0.85,1.15	13085	0.63,0.85	211	1:70,2:28,3:2	40	0.63,0.85	37	10	45	20					8					
13086	40法攻饰品·橙	4	9	2	92	5	45	40	-1	shipin1	1							27201	1	1102|2		20000	1	1151|3		30000	1					556					33					0.85,1.15	13086	0.63,0.85	212	1:70,2:28,3:2	40	0.63,0.85	36	10	44	20					8					
14401	50级剑	4	1	1	11	2	50	50	1	tianjian1	1				1554													143														0.85,1.15															5					
14402	50级短剑	4	1	2	12	2	50	50	2	mojia1	1				1554													182														0.85,1.15															5					
14403	50级法器	4	1	3	13	2	50	50	3	guigu1	1				1554														159				143									0.85,1.15															5					
14404	50级环	4	1	4	14	2	50	50	4		1				1554														206													0.85,1.15															5					
14405	50级弓	4	1	5	15	2	50	50	5		1				1554													159														0.85,1.15															5					
14406	50级枪	4	1	6	16	2	50	50	6		1				1554													159														0.85,1.15															5					
14411	50级硬头盔	4	2	8	28	2	50	50	1,2	hard_tou1	1				1554															115												0.85,1.15															5					
14412	50级硬胸甲	4	3	8	38	2	50	50	1,2	hard_xiong1	1				1554															148	66											0.85,1.15															5					
14413	50级硬手套	4	4	8	48	2	50	50	1,2	hard_hand1	1				1554															99												0.85,1.15															5					
14414	50级硬裤子	4	5	8	58	2	50	50	1,2	hard_ku1	1				1554															99	66											0.85,1.15															5					
14415	50级硬鞋子	4	6	8	68	2	50	50	1,2	hard_xie1	1				1554																66											0.85,1.15															5					
14416	50级软头盔	4	2	9	29	2	50	50	3,4	soft_tou1	1				1554															66												0.85,1.15															5					
14417	50级软胸甲	4	3	9	39	2	50	50	3,4	soft_xiong1	1				1554															66	148											0.85,1.15															5					
14418	50级软手套	4	4	9	49	2	50	50	3,4	soft_hand1	1				1554															50												0.85,1.15															5					
14419	50级软裤子	4	5	9	59	2	50	50	3,4	soft_ku1	1				1554															50	148											0.85,1.15															5					
14420	50级软鞋子	4	6	9	69	2	50	50	3,4	soft_xie1	1				1554																99											0.85,1.15															5					
14421	50级项链	4	7	0	70	2	50	50	-1	xianglian1	1				1554																	392										0.85,1.15															5					
14422	50级物攻戒指	4	8	1	81	2	50	50	-1	ring1	1				1554													28														0.85,1.15															5					
14423	50级法攻戒指	4	8	2	82	2	50	50	-1	ring1	1				1554														28													0.85,1.15															5					
14424	50级物攻饰品	4	9	1	91	2	50	50	-1	shipin1	1				1554																	392										0.85,1.15															5					
14425	50级法攻饰品	4	9	2	92	2	50	50	-1	shipin1	1				1554																	392										0.85,1.15															5					
14431	50级剑·蓝	4	1	1	11	3	50	50	1	tianjian1	1							27185	1	1102|1		20000	1	1151|1		30000	1	175							7							0.85,1.15		0.43,0.58	11	1:75,2:20,3:5	50	0.43,0.58									8					
14432	50级短剑·蓝	4	1	2	12	3	50	50	2	mojia1	1							27185	1	1102|1		20000	1	1151|1		30000	1	223						7								0.85,1.15		0.43,0.58	12	1:75,2:20,3:5	50	0.43,0.58									8					
14433	50级法器·蓝	4	1	3	13	3	50	50	3	guigu1	1							27185	1	1102|1		20000	1	1151|1		30000	1		194				175		7							0.85,1.15		0.43,0.58	13	1:75,2:20,3:5	50	0.43,0.58									8					
14434	50级环·蓝	4	1	4	14	3	50	50	4		1							27185	1	1102|1		20000	1	1151|1		30000	1		252					7								0.85,1.15		0.43,0.58	14	1:75,2:20,3:5	50	0.43,0.58									8					
14435	50级弓·蓝	4	1	5	15	3	50	50	5		1							27185	1	1102|1		20000	1	1151|1		30000	1	194								7						0.85,1.15		0.43,0.58	15	1:75,2:20,3:5	50	0.43,0.58									8					
14436	50级枪·蓝	4	1	6	16	3	50	50	6		1							27185	1	1102|1		20000	1	1151|1		30000	1	194								7						0.85,1.15		0.43,0.58	16	1:75,2:20,3:5	50	0.43,0.58									8					
14441	50硬头盔·蓝	4	2	8	28	3	50	50	1,2	hard_tou1	1							27185	1	1102|1		20000	1	1151|1		30000	1			141										6		0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	50	0.43,0.58									8					
14442	50硬胸甲·蓝	4	3	8	38	3	50	50	1,2	hard_xiong1	1							27185	1	1102|1		20000	1	1151|1		30000	1			181	81								7			0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	50	0.43,0.58									8					
14443	50硬手套·蓝	4	4	8	48	3	50	50	1,2	hard_hand1	1							27185	1	1102|1		20000	1	1151|1		30000	1			121									7			0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	50	0.43,0.58									8					
14444	50硬裤子·蓝	4	5	8	58	3	50	50	1,2	hard_ku1	1							27185	1	1102|1		20000	1	1151|1		30000	1			121	81									6		0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	50	0.43,0.58									8					
14445	50硬鞋子·蓝	4	6	8	68	3	50	50	1,2	hard_xie1	1							27185	1	1102|1		20000	1	1151|1		30000	1				81										1	0.85,1.15		0.43,0.58	17	1:75,2:20,3:5	50	0.43,0.58									8					
14446	50软头盔·蓝	4	2	9	29	3	50	50	3,4	soft_tou1	1							27185	1	1102|1		20000	1	1151|1		30000	1			81										6		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	50	0.43,0.58									8					
14447	50软胸甲·蓝	4	3	9	39	3	50	50	3,4	soft_xiong1	1							27185	1	1102|1		20000	1	1151|1		30000	1			81	181								7			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	50	0.43,0.58									8					
14448	50软手套·蓝	4	4	9	49	3	50	50	3,4	soft_hand1	1							27185	1	1102|1		20000	1	1151|1		30000	1			61									7			0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	50	0.43,0.58									8					
14449	50软裤子·蓝	4	5	9	59	3	50	50	3,4	soft_ku1	1							27185	1	1102|1		20000	1	1151|1		30000	1			61	181									6		0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	50	0.43,0.58									8					
14450	50软鞋子·蓝	4	6	9	69	3	50	50	3,4	soft_xie1	1							27185	1	1102|1		20000	1	1151|1		30000	1				121										1	0.85,1.15		0.43,0.58	18	1:75,2:20,3:5	50	0.43,0.58									8					
14451	50级项链·蓝	4	7	0	70	3	50	50	-1	xianglian1	1							27185	1	1102|1		20000	1	1151|1		30000	1					479		6								0.85,1.15		0.43,0.58	27	1:75,2:20,3:5	50	0.43,0.58									8					
14452	50物攻戒指·蓝	4	8	1	81	3	50	50	-1	ring1	1							27185	1	1102|1		20000	1	1151|1		30000	1	35							6							0.85,1.15		0.43,0.58	28	1:75,2:20,3:5	50	0.43,0.58									8					
14453	50法攻戒指·蓝	4	8	2	82	3	50	50	-1	ring1	1							27185	1	1102|1		20000	1	1151|1		30000	1		35						6							0.85,1.15		0.43,0.58	29	1:75,2:20,3:5	50	0.43,0.58									8					
14454	50物攻饰品·蓝	4	9	1	91	3	50	50	-1	shipin1	1							27185	1	1102|1		20000	1	1151|1		30000	1					479				7						0.85,1.15		0.43,0.58	30	1:75,2:20,3:5	50	0.43,0.58									8					
14455	50法攻饰品·蓝	4	9	2	92	3	50	50	-1	shipin1	1							27185	1	1102|1		20000	1	1151|1		30000	1					479					7					0.85,1.15		0.43,0.58	31	1:75,2:20,3:5	50	0.43,0.58									8					
15001	50级剑·紫	4	1	1	11	4	50	50	1	tianjian1	1							27191	1	1102|1		20000	1	1151|1		30000	1	219							25							0.85,1.15	15001	0.47,0.63	101	1:70,2:28,3:2	50	0.47,0.63	1	0	9	10					8					
15002	50级短剑·紫	4	1	2	12	4	50	50	2	mojia1	1							27191	1	1102|1		20000	1	1151|1		30000	1	280						22								0.85,1.15	15002	0.47,0.63	102	1:70,2:28,3:2	50	0.47,0.63	1	0	9	10					8					
15003	50级法器·紫	4	1	3	13	4	50	50	3	guigu1	1							27191	1	1102|1		20000	1	1151|1		30000	1		244				220		25							0.85,1.15	15003	0.47,0.63	103	1:70,2:28,3:2	50	0.47,0.63	3	0	10	10					8					
15004	50级环·紫	4	1	4	14	4	50	50	4		1							27191	1	1102|1		20000	1	1151|1		30000	1		317					25								0.85,1.15	15004	0.47,0.63	104	1:70,2:28,3:2	50	0.47,0.63	2	0	10	10					8					
15005	50级弓·紫	4	1	5	15	4	50	50	5		1							27191	1	1102|1		20000	1	1151|1		30000	1	244								22						0.85,1.15	15005	0.47,0.63	105	1:70,2:28,3:2	50	0.47,0.63	1	0	9	10					8					
15006	50级枪·紫	4	1	6	16	4	50	50	6		1							27191	1	1102|1		20000	1	1151|1		30000	1	244								22						0.85,1.15	15006	0.47,0.63	106	1:70,2:28,3:2	50	0.47,0.63	1	0	9	10					8					
15011	50头盔·紫·天剑	4	2	1	21	4	52	50	1	hard_tou1	1							27191	1	1102|1		20000	1	1151|1		30000	1			177	76								25			0.85,1.15	15011	0.47,0.63	130	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15012	50胸甲·紫·天剑	4	3	1	31	4	50	50	1	hard_xiong1	1							27191	1	1102|1		20000	1	1151|1		30000	1			273	126											0.85,1.15	15012	0.47,0.63	130	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
15013	50手套·紫·天剑	4	4	1	41	4	52	50	1	hard_hand1	1							27191	1	1102|1		20000	1	1151|1		30000	1			182	76								25			0.85,1.15	15013	0.47,0.63	130	1:70,2:28,3:2	50	0.47,0.63	4	0	12	10					8					
